holiday,show_place,类型_剧情,类型_动作,类型_犯罪,类型_悬疑,类型_爱情,类型_科幻,类型_喜剧,类型_冒险,类型_战争,类型_历史,类型_家庭,year,month,weekday,lasting_date,Avg_Review_Length,Weighted_Sentiment_Score,trend_slope,day_0,day_1, day_2, day_3,day_4,day_5,day_6,day_7,res_fc_feature
工作日,中国台湾,0,0,0,0,1,0,0,0,0,0,0,2022,3,4,32,34.8799313893654,2.38026099622034,0.0,461.29,410.82,240.4,58.75,65.34,66.76,53.64,22.86,727.6763
春节,中国大陆/印度,0,1,0,0,0,0,1,1,0,0,0,2017,1,5,75,46.4114583333333,1.9823311599197,0.282001132501692,13845.58,13087.2,14597.66,15447.71,16192.33,15658.38,13004.67,11112.72,132234.2
工作日,中国大陆,0,0,0,0,0,0,1,1,0,0,1,2017,1,4,30,28.5704467353952,1.63898125428843,-0.0308107061790972,1064.52,1701.27,1552.76,743.65,734.8,687.68,658.12,659.17,13143.814
工作日,中国大陆,0,0,0,1,1,0,0,0,0,0,0,2017,1,4,55,21.2925531914894,1.34435997185692,0.0,54.13,50.06,40.65,33.2,31.59,30.77,29.14,15.32,595.8783
春节,中国大陆,0,1,0,0,0,0,1,1,0,0,0,2017,1,5,62,43.1470085470085,1.60061843006437,-0.0491658842112219,18845.33,11853.18,9222.07,7052.85,5895.24,5069.49,3606.55,2841.33,60567.445
春节,中国大陆/中国香港,0,1,0,0,0,0,1,0,0,0,0,2017,1,5,61,61.7274275979557,2.85872305338238,-0.0530395927088788,35561.2,22274.85,18668.98,15154.74,13145.88,11939.44,9216.48,7698.09,141003.61
春节,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2017,1,5,58,39.552495697074,3.26041242572832,0.0,5211.6,4938.79,4961.52,4662.07,4365.11,4104.79,3179.81,2637.96,41874.86
休息日,中国大陆/美国/加拿大/挪威,0,0,0,0,0,0,0,1,0,0,0,2021,9,6,29,32.3864406779661,1.82397131229465,-0.2,406.23,403.66,364.16,8.38,5.42,12.94,139.08,8.85,553.3637
工作日,中国台湾,0,0,0,0,1,0,1,0,0,0,0,2021,9,3,50,39.2106164383562,2.43062040995052,-1.0,3821.07,1669.04,1362.9,914.93,374.02,288.26,240.66,214.39,1809.3125
休息日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2021,9,6,40,92.508865248227,3.24708756227355,-0.0590379328691405,116.11,100.65,79.79,33.92,30.84,33.81,61.96,29.6,759.69727
休息日,中国香港/中国大陆,1,0,0,0,0,0,0,0,0,0,0,2021,9,5,26,77.8593220338983,3.22149771739775,-2.14425238664715e-16,525.68,320.03,96.72,76.92,65.95,47.63,47.25,89.77,535.205
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2021,9,3,92,67.3830155979203,3.56031333627354,-0.0404749821272847,6517.65,18264.03,16330.67,15158.36,13665.94,12723.62,12170.72,8217.58,127476.49
工作日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2021,9,4,62,74.0612244897959,4.47753408579157,-0.0528514881029467,48.16,35.73,41.45,35.7,40.76,35.98,33.44,34.04,517.24744
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2021,9,3,61,62.6786941580756,3.60596418747105,0.0,138.55,796.53,604.36,515.25,567.71,586.08,579.52,537.41,485.78705
工作日,中国大陆/中国香港,1,0,0,0,0,0,0,0,1,1,0,2021,9,3,109,84.9696458684654,4.0155490564449,-0.0411655024629625,20520.2,41070.97,43855.98,47307.65,48444.05,49368.06,51368.37,39177.56,345322.7
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2021,9,4,27,62.188455008489,3.40974469382584,-0.492986982072577,85.57,99.31,99.46,30.42,27.68,25.46,17.74,8.89,556.31995
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2017,9,4,26,29.6347826086957,1.30024291156969,0.0823115632646563,275.58,207.46,130.63,40.73,34.25,29.71,24.76,2.1,585.7596
工作日,中国大陆,1,1,0,0,0,0,0,0,1,0,0,2017,9,4,55,47.5689655172414,2.12355700425013,-0.113218391608627,3157.45,2693.53,2795.66,2391.72,2397.1,2686.59,2037.64,2155.11,10607.338
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2017,9,4,76,61.166095890411,3.02150629339978,0.0964395244737568,3776.11,1362.7,2321.46,2245.96,2470.48,2575.74,2617.3,2819.53,34478.496
工作日,中国大陆,0,1,1,0,0,0,0,1,0,0,0,2017,9,5,30,36.9879518072289,1.60600764947789,0.0,626.44,375.73,214.42,139.73,84.62,47.12,41.14,29.34,1261.5675
工作日,美国/中国香港/保加利亚/荷兰/加拿大/英国/法国,0,1,1,0,0,0,1,0,0,0,0,2017,9,4,30,43.7224137931034,3.32790504905701,-0.0760938058482731,2616.51,3611.86,2767.77,1191.14,1095.39,1001.15,917.47,358.82,7571.864
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2017,9,5,83,50.5209059233449,3.1186310108039,0.474983292090728,13297.62,17782.65,18633.81,18512.2,18431.52,16949.83,16211.42,15990.33,193789.03
工作日,中国香港/中国大陆,0,1,1,0,0,0,0,0,0,0,0,2017,9,5,57,63.2184300341297,3.54042422078904,0.0,4051.89,5317.84,4980.44,4744.24,4835.25,4483.43,4231.11,4056.24,23006.92
工作日,中国大陆/中国香港,1,0,0,0,0,0,0,0,0,0,0,2016,12,4,26,75.9636678200692,3.51848023643177,-0.138861857489594,177.84,129.18,55.67,50.66,48.92,29.85,49.53,45.26,827.8591
工作日,中国大陆,0,1,0,0,0,0,1,0,0,0,0,2016,12,4,39,44.5585738539898,2.15217719990632,0.288263378847554,6688.92,3681.63,1610.88,1221.88,1106.59,995.47,1572.09,1466.81,24225.506
工作日,中国大陆/中国香港,0,0,0,0,1,0,1,0,0,0,0,2016,12,4,26,48.7071917808219,1.44258492426802,-0.0690237012805499,2744.21,1397.89,590.99,520.05,500.56,211.98,284.09,264.12,737.0787
工作日,中国大陆/美国,0,1,0,0,0,0,0,1,0,0,0,2016,12,4,58,57.5391156462585,2.06182199245652,0.199615576766884,5259.34,2641.41,1042.89,971.06,1013.79,515.82,848.66,783.06,90310.14
工作日,美国/中国大陆,0,0,0,0,0,0,0,1,0,0,1,2020,10,4,28,61.8189655172414,3.38723591499929,-1.0,169.04,8.31,7.24,6.84,14.74,4.7,42.46,41.86,776.9787
工作日,中国大陆,1,0,0,0,0,0,0,0,1,0,0,2020,10,4,67,80.8381601362862,2.7619008282748,-0.213303712992226,11703.51,4789.85,4189.4,3709.87,3416.53,5145.49,8254.33,6041.85,86668.9
国庆节,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2020,10,3,21,116.353846153846,3.07213222427509,0.0,36144.59,30314.97,21970.1,15199.14,11532.36,9411.01,8162.73,5383.26,127654.36
国庆节,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2020,10,3,21,78.7716262975779,3.17855982567162,-0.214285714285714,27499.25,27349.86,27493.41,25715.89,23333.96,21581.18,20202.48,14344.69,228504.14
休息日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2020,10,6,62,47.4795918367347,4.63813691801222,0.0344138299045575,2.3,1.63,2.49,3.52,4.17,5.91,6.95,6.15,672.9458
休息日,中国大陆/中国香港,1,0,1,0,0,0,0,0,0,0,0,2023,9,5,62,86.5627118644068,2.87111680586539,-0.103817170987007,9319.39,6655.28,2530.78,2131.02,1826.71,1558.25,1643.81,3369.88,33602.883
工作日,中国大陆,0,0,0,0,0,1,1,1,0,0,0,2023,9,3,73,47.8313458262351,3.53656681123394,-0.165341340319098,190.63,634.26,777.07,866.33,783.13,735.24,733.04,688.37,6331.795
工作日,中国大陆,1,1,1,0,0,0,0,0,0,0,0,2023,9,3,71,95.5415959252971,2.63827999246451,-0.15732827444415,5201.19,11163.07,14148.41,14605.02,12654.79,11030.1,9795.13,8800.8,77020.79
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2023,9,4,20,115.553264604811,2.83882363922977,-0.25,105.13,60.39,30.44,14.04,11.19,11.13,10.88,4.03,729.41284
中秋节,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2023,9,4,59,19.9196581196581,1.05202541659418,0.013212105050444,196.78,249.58,240.58,183.22,177.6,156.05,136.75,125.95,835.67474
工作日,中国大陆,1,0,0,1,1,0,0,0,0,0,0,2023,9,4,27,50.1152542372881,2.55526748084054,-0.0146260555114,166.77,117.58,73.2,16.73,13.54,11.39,8.31,8.77,440.7634
工作日,中国大陆,1,0,0,0,0,0,0,0,1,1,0,2023,9,3,92,83.6746166950596,3.16289156441639,0.0555418479897754,2705.02,6458.35,7377.51,8565.05,6969.36,6165.19,5546.95,5187.08,62244.008
工作日,中国大陆,0,0,1,1,0,0,0,0,0,0,0,2023,9,4,47,84.6660869565217,2.2955447540679,-0.0164508651121908,729.29,994.44,593.17,265.66,216.76,191.74,162.12,160.63,1072.8021
中秋节,中国大陆,1,1,1,0,0,0,0,0,0,0,0,2023,9,4,69,88.7667238421955,2.82375803253932,-0.030800827094187,5230.61,5541.92,5925.79,5475.81,5300.61,5144.01,4858.83,3481.84,49903.555
休息日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2023,9,5,22,71.3315972222222,2.48238899132658,0.0803696030663225,281.29,87.76,24.63,18.92,17.33,14.96,3.08,3.87,2466.3638
工作日,中国大陆,0,1,1,0,0,0,0,0,0,0,0,2017,11,4,30,50.2003395585739,2.9588238148958,-0.245836218342627,1098.84,1225.37,900.89,402.52,366.71,350.76,324.95,44.23,1898.9305
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2017,11,4,31,29.4126712328767,1.34353953959014,0.0397785458153941,2059.44,2092.43,1543.01,668.12,614.12,563.13,497.42,107.35,838.7132
工作日,中国香港/中国大陆,1,1,1,1,0,0,0,0,0,0,0,2017,11,4,30,53.2681660899654,2.22218172283899,-0.253947301718581,2963.67,2649.64,1766.35,709.08,612.5,573.85,522.17,116.9,1965.7316
工作日,中国大陆/法国,1,0,0,0,0,0,0,0,0,0,0,2017,11,1,23,70.4681583476764,3.97072633588388,-0.0285321206755535,162.28,130.65,111.65,41.74,68.06,64.42,24.85,21.76,594.4363
工作日,中国大陆/中国台湾,1,0,0,0,1,0,0,0,0,0,1,2017,11,4,41,78.1600688468158,3.80261615883781,-0.390492144302929,232.19,226.88,216.33,111.94,106.3,114.09,111.8,37.05,508.87808
工作日,中国大陆,1,0,1,1,0,0,0,0,0,0,0,2017,11,4,30,90.8477157360406,3.43817371400657,-0.258218318719758,730.86,758.38,505.19,201.62,153.63,139.7,122.96,15.29,544.2279
工作日,中国香港/中国大陆,1,1,1,0,0,0,0,0,0,0,0,2017,11,4,30,48.1563573883162,2.35795959581659,0.0,1717.86,1573.88,1243.44,600.85,460.42,445.98,378.72,86.92,5885.961
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2017,11,4,30,33.5694200351494,1.93014778016957,0.226688072173758,444.15,604.75,416.71,202.22,187.85,176.24,158.71,16.59,537.1569
工作日,中国大陆,1,0,0,0,0,0,0,1,0,0,0,2017,11,4,56,48.9657534246575,2.64810670474782,0.0,267.63,409.05,452.62,281.6,389.95,497.9,527.56,350.99,8675.43
工作日,中国大陆,0,1,1,0,0,0,0,0,0,0,0,2022,11,4,62,45.0902896081772,1.46134704382402,0.0123918302759559,1723.11,2611.33,2024.6,860.78,736.61,675.4,590.42,668.16,3849.6187
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,11,4,42,56.8013130615066,2.86599567477059,0.123708916564771,584.31,576.68,432.9,215.68,232.23,255.68,259.8,211.95,584.1641
春节,中国大陆,0,1,0,0,0,0,0,1,0,0,0,2021,2,4,62,78.5659432387312,3.95851807174907,-0.164154173255047,13742.35,8316.62,9352.02,7605.04,7704.45,7267.57,5762.11,4456.39,76388.47
春节,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2021,2,4,34,68.2165820642978,2.26891646065143,0.117065000133924,8112.72,4115.05,4004.09,2069.52,1601.27,1226.04,866.82,641.75,13451.914
春节,中国大陆/中国香港/日本,0,0,0,1,0,0,1,0,0,0,0,2021,2,4,77,74.5819397993311,2.11997419725045,-0.0334815494620617,101123.25,81829.32,74975.93,43635.98,31355.4,23224.98,16346.81,11252.3,386931.12
春节,中国大陆/中国香港,0,0,1,0,0,0,1,0,0,0,0,2021,2,4,77,89.5531197301855,3.26224639769395,-0.13956181978109,4321.57,1553.52,1978.74,1761.41,2513.27,2978.19,2903.78,2791.95,48154.22
春节,中国大陆,0,1,0,0,0,0,0,0,0,0,0,2021,2,4,59,99.8350515463918,3.0791847236947,0.185050917723077,5132.73,4151.48,4020.59,3511.7,3433.86,3264.21,2625.75,2038.52,31279.584
春节,中国大陆,1,0,0,1,0,0,0,0,0,1,0,2023,1,6,84,70.4724540901503,2.73178655135258,0.0026883341517523,13744.6,9004.15,7967.18,6394.33,6475.19,5804.52,5022.2,4256.17,73345.125
春节,中国大陆,1,0,0,1,0,0,1,0,0,0,0,2023,1,6,96,71.7986577181208,3.20311430432609,-0.191151022732671,40539.95,40510.48,43619.27,47280.23,46931.68,41994.74,31889.07,23575.48,383664.5
春节,中国大陆,0,0,0,0,0,1,0,1,0,0,0,2023,1,6,113,103.168918918919,3.77593904336744,-0.0526662774084175,47962.53,37287.46,35483.93,33822.92,32317.59,29761.95,22878.44,17471.14,348826.88
春节,中国大陆,0,0,0,0,0,0,1,0,0,0,1,2023,1,6,60,73.0345423143351,2.49828103212141,0.031400737905674,12727.1,5797.04,4049.33,2535.66,2168.01,1786.24,1283.58,990.48,23247.979
工作日,中国大陆/中国香港,1,1,1,0,0,0,0,0,0,0,0,2023,10,4,30,57.0085324232082,3.16819786999477,-0.256625529063487,447.2,749.0,343.72,111.45,89.5,64.57,52.62,30.71,617.90216
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2023,10,0,60,40.703125,3.89613983400961,-0.355234410423971,4.41,8.55,16.78,21.6,49.39,18.83,8.09,18.91,641.77386
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2023,10,4,30,133.647668393782,3.00917622999212,0.0112324033715138,19.22,83.13,92.97,96.73,62.86,45.34,33.56,40.52,1338.0269
工作日,中国大陆,0,0,1,1,0,0,0,0,0,0,0,2023,10,4,42,34.0898203592814,1.67855014450343,-0.053858045372252,45.5,112.9,49.11,31.06,27.22,25.12,23.38,27.44,487.37558
休息日,中国大陆,1,0,1,0,0,0,0,0,0,0,0,2023,10,5,57,116.303904923599,3.06581795389441,0.0,5520.98,4198.97,1673.46,1477.23,1390.39,1300.19,1901.29,3323.0,24310.51
